Fuel Type Code,Station_Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code
ELEC,Central Parking - Tower 31,9 W 31st Street,,New York,NY,10001,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.74709,-73.98667,01.02.2019,95069,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Icon Parking - Patriot Parking,376 Greenwich Street,,New York,NY,10013,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.719772,-74.010475,01.02.2019,95078,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Icon Parking - One Lincoln Plaza,20 W 64th Street,"Located at B1
",New York,NY,10023,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.771626,-73.981047,01.02.2019,95079,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,The Caledonia,450 W 17th Street,"Chargers located on Level 1
",New York,NY,10011,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.743832,-74.006578,01.02.2019,95252,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING / GMC - BEEKMAN 2,420 E 51st St,"Located between 1st Ave & FDR. - 
Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within
",New York,NY,10022,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.754022,-73.965166,01.02.2019,95266,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,iPark - 59 Allen Street Garage,59 Allen Street,"Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within.
",New York,NY,10002,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.717195,-73.991658,01.02.2019,95271,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,CARCHARGING / GMC - BEEKMAN 1,420 E 51st St,"Located between 1st Ave & FDR. - 
Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within
",New York,NY,10022,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.754022,-73.965166,01.02.2019,95416,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,The Westminster,180 W 20th Street,,New York,NY,10011,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.741945,-73.996664,01.02.2019,95502,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Castle Village Parking Garage,200 Cabrini Boulevard,"Garage entrance is from Cabrini Blvd. 
Unit is on the Main Floor. Pull down 
the drive way and make your first left.
",New York,NY,10033,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.854693,-73.939432,01.02.2019,95779,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Icon Parking - Omni Parking,143-159 W 68th Street,"Entrance on 179 W 68th St or 184 W 69th 
St between Broadway & Amsterdam Ave.
",New York,NY,10023,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.776152,-73.98282,01.02.2019,96384,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,GMC Parking - Continental Towers,301 East 79th Street,"Located between 1st Ave & 2nd Ave on E 
79th St. Valet attendant will assist.
",New York,NY,10075,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.773472,-73.955287,01.02.2019,96485,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Icon Parking - Claridge 87 Parking,200-206 E 88th Street,"Entrance on 205 E 87th St or 206 E 88th 
St between 2nd & 3rd Ave
",New York,NY,10128,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,GPS,40.779901,-73.952675,01.02.2019,96488,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,SP+ - 200 Chambers Street Garage,200 Chambers Street,,New York,NY,10007,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.7163,-74.01258,01.02.2019,96507,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,"First Avenue Parking, LLC",630 1st Avenue,"Monthly parking only.
",New York,NY,10016,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,40.745096,-73.971921,01.02.2019,96624,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Privé,,private,,
ELEC,Tribeca Park,400 Chambers St,"Residents & Visitors Only; See valet 
attendant
",New York,NY,10282,,888-998-2546,E,,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,37.437633,-76.321978,01.02.2019,96646,2019-02-01 09:08:11 UTC,,,,,,,,,J1772,US,,,,Privé,,private,,
ELEC,Environmental Protection Agency,290 Broadway,,New York,NY,10007,,,E,,Private,Fleet use only,,,,,,5,,,,,GPS,40.714723,-74.005143,05.06.2018,98674,2019-01-17 00:33:46 UTC,FG,20,U.S. Environmental Protection Agency,01.04.2018,,,,,J1772,US,,,,Privé,,private,,EPA
ELEC,Greenlots - 92053,250 Vesey St,,New York,NY,10281,,855-900-7584,E,,Public,24 hours daily,,,,,,2,,,Greenlots,http://greenlots.com/,200-9,40.713828,-74.015909,04.01.2019,99159,2019-01-04 10:39:43 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Greenlots - 92086,200 Liberty,,New York,NY,10281,,855-900-7584,E,,Public,24 hours daily,,,,,,2,,,Greenlots,http://greenlots.com/,200-9,40.710905,-74.015585,04.01.2019,99175,2019-01-04 10:39:43 UTC,,,,,,,,,J1772,US,,,,Public,,public,,
ELEC,Mott Street Parking - Tesla Supercharger,106 Mott St,,New York,NY,10013,,877-798-3752,E,,Public - Call ahead,Limited hours; for Tesla use only,,,,,,,2,,Tesla,http://www.teslamotors.com/supercharger,200-9,40.717508,-73.99714,10.09.2018,102334,2019-01-17 00:33:46 UTC,P,,,23.07.2018,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,W 75th Parking Garage - Tesla Supercharger,201 W 75th St,,New York,NY,10023,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,4,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.780743,-73.980137,10.09.2018,102335,2019-01-17 00:33:46 UTC,P,,,23.07.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,East 47th Street - Tesla Supercharger,212 E 47th St,,New York,NY,10017,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,4,,Tesla,http://www.teslamotors.com/supercharger,200-9,40.753271,-73.971657,10.09.2018,102336,2019-01-17 00:33:46 UTC,P,,,23.07.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,Peninsula New York,700 5th Avenue,,New York,NY,10019,,800-663-5633,E,,Public - Card key at all times,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,http://www.semacharge.com/,GPS,40.7616221,-73.9754656,01.02.2019,105124,2019-02-01 10:00:51 UTC,,,,,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,
ELEC,MPG - 10 E 102nd Street - Tesla Destination,10 E 102nd St,,New York,NY,10029,,212-249-1947  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.791232,-73.95237,10.01.2019,114983,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Rapidpark - Tesla Destination,10 E 30th St,,New York,NY,10016,,212-481-4097  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.745384,-73.985704,10.01.2019,114984,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,10 E 87th St,,New York,NY,10028,,212-534-9437  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.782031,-73.959484,10.01.2019,114985,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,iPark - Tesla Destination,10 W 15th,,New York,NY,10011,,212-675-0335  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.736754,-73.993789,10.01.2019,114986,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,GGMC Parking - Tesla Destination,10 W 66th St,,New York,NY,10023,,212-874-1100  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.772308,-73.978966,10.01.2019,114987,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,GGMC Parking - Tesla Destination,100 E 15th St,,New York,NY,10003,,212-677-2026  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.734817,-73.989198,10.01.2019,114988,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,100 Riverside Blvd,,New York,NY,10024,,212-724-0107  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775704,-73.989483,10.01.2019,114989,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,Rapidpark - Tesla Destination,100 W 89th,,New York,NY,10024,,212-265-7854  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.788305,-73.971353,10.01.2019,114990,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,Champion Parking - E 16th Street - Tesla Destination,101 E 16th St,,New York,NY,10003,,212-358-1476  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.736116,-73.989322,10.01.2019,114991,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,101 W 15th St,,New York,NY,10011,,212-243-4201  877-798-3752,E,,Public,24 hours daily; for Tesla use only; pay lot ,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.738352,-73.996519,10.01.2019,114992,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,iPark - Tesla Destination,101 W 88th St,,New York,NY,10024,,212-874-8442  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.787976,-73.971145,10.01.2019,114993,2019-01-17 00:33:46 UTC,P,,,01.05.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,101 West End Ave,,New York,NY,10023,,212-874-8021  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775188,-73.988501,10.01.2019,114994,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,ABM Parking - 475 Park Ave South - Tesla Destination,104 E 32nd St,,New York,NY,10016,,877-727-5452  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.745497,-73.98208,10.01.2019,114995,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Rapidpark - Tesla Destination,105 E 39th,,New York,NY,10016,,212-265-7854  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.750254,-73.978627,10.01.2019,114996,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,iPark - Tesla Destination,107 W 13th St,,New York,NY,10011,,646-870-9022  877-798-3752,E,,Public,24 hours daily; for Tesla use only; pay lot; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.737094,-73.997754,10.01.2019,114997,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,11 5th Ave,,New York,NY,10003,,212-475-9562  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.732257,-73.99608,10.01.2019,114998,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,iPark - Tesla Destination,11 E 83rd St,,New York,NY,10028,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.779468,-73.961086,10.01.2019,114999,2019-01-17 00:33:46 UTC,P,,,01.03.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,GMC Parking - 111 E 82nd St - Tesla Destination,111 E 82nd St,,New York,NY,10065,,212-288-9645  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.777545,-73.958471,10.01.2019,115000,2019-01-17 00:33:46 UTC,P,,,15.12.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,iPark - Tesla Destination,112 E 65th St,,New York,NY,10065,,646-556-7342  877-798-3752,E,,Public,24 hours daily; for Tesla use only; pay lot; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.766174,-73.966419,10.01.2019,115001,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,Quik Park - Tesla Destination,1133 6th Ave,,New York,NY,10036,,212-398-0464  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.756071,-73.98392,10.01.2019,115002,2019-01-17 00:33:46 UTC,P,,,01.04.2015,,,,,TESLA,US,,,,Public,,public,,
ELEC,iPark - Tesla Destination,116 E 98th St,,New York,NY,10029,,212-289-6257  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.787343,-73.951003,10.01.2019,115003,2019-01-17 00:33:46 UTC,P,,,01.03.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,ABM Parking - 750 Lexington Ave - Tesla Destination,118 E 60th St ,,New York,NY,10022,,212-754-2678  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.762806,-73.9687,10.01.2019,115004,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,12 E 9th St,,New York,NY,10003,,212-473-9751  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.732324,-73.99517,10.01.2019,115005,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,MPG - 121 Reade Street - Tesla Destination,121 Reade St,,New York,NY,10013,,212-608-3060  877-798-3752,E,,Public,24 hours daily; for Tesla use only; pay lot; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.716208,-74.009488,10.01.2019,115006,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,GMC Parking - Narragansett - Tesla Destination,124 E 63rd St,,New York,NY,10065,,212-838-2720  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.764767,-73.967021,10.01.2019,115007,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Rapidpark - Tesla Destination,124 W 20th St,,New York,NY,10011,,212-627-7739  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.741371,-73.995533,10.01.2019,115008,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Quik Park - Tesla Destination,126 W 32nd St,,New York,NY,10001,,212-564-2627  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.748789,-73.989915,10.01.2019,115009,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,ABM Parking - 13 East 54th Street - Tesla Destination,13-17 E 54th St,,New York,NY,10022,,212-308-3770  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.761051,-73.974877,10.01.2019,115010,2019-01-17 00:33:46 UTC,P,,,01.03.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Hilton - Midtown - Tesla Destination,1335 Avenue of the Americas,,New York,NY,10019,,212-586-7000  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.762445,-73.97971,10.01.2019,115011,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,1345 Parking Garage - Tesla Destination,1345 6th Ave,,New York,NY,10105,,212-245-8708  877-798-3752,E,,Public,24 hours daily; for Tesla use only; pay lot; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.76351,-73.979364,10.01.2019,115012,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,1350 6th Ave,,New York,NY,10019,,877-727-5464  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.762653,-73.977846,10.01.2019,115013,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,14-26 William St,,New York,NY,10004,,212-269-5056  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.704976,-74.009682,10.01.2019,115014,2019-01-17 00:33:46 UTC,P,,,01.05.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,143-159 W 68th St,,New York,NY,10023,,212-874-9664  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.775545,-73.9818,10.01.2019,115015,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,Rapidpark - Tesla Destination,148 E 33rd St,,New York,NY,10016,,212-686-1436  877-798-3752,E,,Public - Call ahead,24 hours daily; for Tesla use only; for customer use only ,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.745236,-73.979736,10.01.2019,115016,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,
ELEC,Rapidpark - Tesla Destination,15 W 72nd St,,New York,NY,10023,,212-874-9904  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.777008,-73.97689,10.01.2019,115017,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,150 Charles St,,New York,NY,10014,,212-414-4140  877-798-3752,E,,Public,24 hours daily; for Tesla use only; pay lot; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.733633,-74.009239,10.01.2019,115018,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,150 E 58th St,,New York,NY,10155,,212-755-8678  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.76161,-73.96775,10.01.2019,115019,2019-01-17 00:33:46 UTC,P,,,01.05.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,Rapidpark - Tesla Destination,150 E 77th St,,New York,NY,10021,,914-478-6300  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.773472,-73.95992,10.01.2019,115020,2019-01-17 00:33:46 UTC,P,,,01.11.2018,,,,,TESLA,US,,,,Public,,public,,
ELEC,Standard Parking - Tesla Destination,151 W 17th St,,New York,NY,10011,,800-836-6666  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.740728,-73.997493,10.01.2019,115021,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,155 E 29th St,,New York,NY,10016,,212-684-8259  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.742968,-73.980565,10.01.2019,115022,2019-01-17 00:33:46 UTC,P,,,01.05.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,City Parking - Tesla Destination,155 E 34th St,,New York,NY,10016,,212-683-2928  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.7462,-73.978528,10.01.2019,115023,2019-01-17 00:33:46 UTC,P,,,01.09.2017,,,,,TESLA,US,,,,Public,,public,,
ELEC,Prime Parking Systems - 155 E 68th Street - Tesla Destination,155 E 68th St,,New York,NY,10065,,212-327-2626  877-798-3752,E,,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.768032,-73.963983,10.01.2019,115024,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,Champion Parking - W 53rd Street - Tesla Destination,159 W 53rd St,,New York,NY,10019,,212-245-1299  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.763,-73.981278,10.01.2019,115025,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,Icon Parking - Tesla Destination,16 W 16th St,,New York,NY,10011,,212-242-9635  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.737595,-73.993837,10.01.2019,115026,2019-01-17 00:33:46 UTC,P,,,01.01.2016,,,,,TESLA,US,,,,Public,,public,,
ELEC,GGMC Parking - Tesla Destination,161 W 61st St,,New York,NY,10023,,212-397-8949  877-798-3752,E,,Public,24 hours daily; for Tesla use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.771561,-73.985834,10.01.2019,115027,2019-01-17 00:33:46 UTC,P,,,01.03.2017,,,,,TESLA,US,,,,Public,,public,,
